date,phc_id,medicine_id,stock,patient_footfall,temperature,disease_cases,day_of_week,month,lag_1,lag_7,rolling_mean_7,daily_consumption
2025-01-12,PHC005,MED004,683,105,21.2,29,6,1,61.0,50.0,42.0,39
2025-01-13,PHC005,MED004,642,100,21.1,20,0,1,39.0,32.0,40.42857142857143,41
2025-01-14,PHC005,MED004,602,85,29.2,17,1,1,41.0,33.0,41.714285714285715,40
2025-01-15,PHC005,MED004,571,82,27.0,23,2,1,40.0,40.0,42.714285714285715,31
2025-01-16,PHC005,MED004,531,118,26.6,31,3,1,31.0,36.0,41.42857142857143,40
2025-01-17,PHC005,MED004,510,49,23.6,10,4,1,40.0,42.0,42.0,21
2025-01-18,PHC005,MED004,469,86,24.1,16,5,1,21.0,61.0,39.0,41
2025-01-19,PHC005,MED004,424,88,26.4,21,6,1,41.0,39.0,36.142857142857146,45
2025-01-20,PHC005,MED004,384,98,33.4,41,0,1,45.0,41.0,37.0,40
2025-01-21,PHC005,MED004,339,96,28.2,21,1,1,40.0,40.0,36.857142857142854,45
2025-01-22,PHC005,MED004,297,77,32.0,20,2,1,45.0,31.0,37.57142857142857,42
2025-01-23,PHC005,MED004,271,60,26.1,7,3,1,42.0,40.0,39.142857142857146,26
2025-01-24,PHC005,MED004,231,84,26.7,18,4,1,26.0,21.0,37.142857142857146,40
2025-01-25,PHC005,MED004,190,91,25.4,24,5,1,40.0,41.0,39.857142857142854,41
2025-01-26,PHC005,MED004,146,82,23.1,17,6,1,41.0,45.0,39.857142857142854,44
2025-01-27,PHC005,MED004,111,91,28.9,31,0,1,44.0,40.0,39.714285714285715,35
2025-01-28,PHC005,MED004,738,77,27.4,19,1,1,35.0,45.0,39.0,31
2025-01-29,PHC005,MED004,701,79,34.9,20,2,1,31.0,42.0,37.0,37
2025-01-30,PHC005,MED004,668,86,26.9,37,3,1,37.0,26.0,36.285714285714285,33
2025-01-31,PHC005,MED004,643,65,29.0,16,4,1,33.0,40.0,37.285714285714285,25
2025-02-01,PHC005,MED004,611,84,26.7,23,5,2,25.0,41.0,35.142857142857146,32
2025-02-02,PHC005,MED004,580,74,22.7,23,6,2,32.0,44.0,33.857142857142854,31
2025-02-03,PHC005,MED004,558,69,24.7,9,0,2,31.0,35.0,32.0,22
2025-02-04,PHC005,MED004,528,90,34.1,20,1,2,22.0,31.0,30.142857142857142,30
2025-02-05,PHC005,MED004,517,31,22.7,13,2,2,30.0,37.0,30.0,11
2025-02-06,PHC005,MED004,484,101,33.5,20,3,2,11.0,33.0,26.285714285714285,33
2025-02-07,PHC005,MED004,439,110,31.4,37,4,2,33.0,25.0,26.285714285714285,45
2025-02-08,PHC005,MED004,402,91,24.8,21,5,2,45.0,32.0,29.142857142857142,37
2025-02-09,PHC005,MED004,352,118,25.2,39,6,2,37.0,31.0,29.857142857142858,50
2025-02-10,PHC005,MED004,325,87,28.8,14,0,2,50.0,22.0,32.57142857142857,27
2025-02-11,PHC005,MED004,283,92,20.7,20,1,2,27.0,30.0,33.285714285714285,42
2025-02-12,PHC005,MED004,248,83,26.6,18,2,2,42.0,11.0,35.0,35
2025-02-13,PHC005,MED004,213,87,25.3,20,3,2,35.0,33.0,38.42857142857143,35
2025-02-14,PHC005,MED004,175,79,29.7,12,4,2,35.0,45.0,38.714285714285715,38
2025-02-15,PHC005,MED004,137,81,34.7,21,5,2,38.0,37.0,37.714285714285715,38
2025-02-16,PHC005,MED004,502,87,23.2,29,6,2,38.0,50.0,37.857142857142854,39
2025-02-17,PHC005,MED004,465,103,20.0,23,0,2,39.0,27.0,36.285714285714285,37
2025-02-18,PHC005,MED004,444,59,33.2,24,1,2,37.0,42.0,37.714285714285715,21
2025-02-19,PHC005,MED004,414,88,21.0,19,2,2,21.0,35.0,34.714285714285715,30
2025-02-20,PHC005,MED004,380,60,33.6,13,3,2,30.0,35.0,34.0,34
2025-02-21,PHC005,MED004,348,67,33.4,13,4,2,34.0,38.0,33.857142857142854,32
2025-02-22,PHC005,MED004,296,106,31.4,25,5,2,32.0,38.0,33.0,52
2025-02-23,PHC005,MED004,245,107,25.4,24,6,2,52.0,39.0,35.0,51
2025-02-24,PHC005,MED004,214,85,34.5,22,0,2,51.0,37.0,36.714285714285715,31
2025-02-25,PHC005,MED004,186,72,26.4,14,1,2,31.0,21.0,35.857142857142854,28
2025-02-26,PHC005,MED004,149,104,20.9,21,2,2,28.0,30.0,36.857142857142854,37
2025-02-27,PHC005,MED004,117,73,30.4,16,3,2,37.0,34.0,37.857142857142854,32
2025-02-28,PHC005,MED004,874,81,24.0,25,4,2,32.0,32.0,37.57142857142857,32
2025-03-01,PHC005,MED004,836,70,32.7,18,5,3,32.0,52.0,37.57142857142857,38
2025-03-02,PHC005,MED004,797,84,34.8,28,6,3,38.0,51.0,35.57142857142857,39
2025-03-03,PHC005,MED004,763,78,31.4,15,0,3,39.0,31.0,33.857142857142854,34
2025-03-04,PHC005,MED004,726,88,20.1,18,1,3,34.0,28.0,34.285714285714285,37
2025-03-05,PHC005,MED004,689,92,34.8,28,2,3,37.0,37.0,35.57142857142857,37
2025-03-06,PHC005,MED004,659,77,25.9,21,3,3,37.0,32.0,35.57142857142857,30
2025-03-07,PHC005,MED004,614,96,29.4,23,4,3,30.0,32.0,35.285714285714285,45
2025-03-08,PHC005,MED004,575,82,31.7,14,5,3,45.0,38.0,37.142857142857146,39
2025-03-09,PHC005,MED004,525,102,20.2,24,6,3,39.0,39.0,37.285714285714285,50
2025-03-10,PHC005,MED004,484,85,29.6,14,0,3,50.0,34.0,38.857142857142854,41
2025-03-11,PHC005,MED004,458,62,29.6,19,1,3,41.0,37.0,39.857142857142854,26
2025-03-12,PHC005,MED004,418,98,26.2,22,2,3,26.0,37.0,38.285714285714285,40
2025-03-13,PHC005,MED004,386,82,25.8,22,3,3,40.0,30.0,38.714285714285715,32
2025-03-14,PHC005,MED004,358,55,29.2,16,4,3,32.0,45.0,39.0,28
2025-03-15,PHC005,MED004,301,93,33.7,16,5,3,28.0,39.0,36.57142857142857,57
2025-03-16,PHC005,MED004,263,77,28.4,28,6,3,57.0,50.0,39.142857142857146,38
2025-03-17,PHC005,MED004,234,62,22.8,12,0,3,38.0,41.0,37.42857142857143,29
2025-03-18,PHC005,MED004,197,92,31.6,30,1,3,29.0,26.0,35.714285714285715,37
2025-03-19,PHC005,MED004,148,94,26.3,24,2,3,37.0,40.0,37.285714285714285,49
2025-03-20,PHC005,MED004,115,83,20.1,17,3,3,49.0,32.0,38.57142857142857,33
2025-03-21,PHC005,MED004,623,64,23.8,14,4,3,33.0,28.0,38.714285714285715,29
2025-03-22,PHC005,MED004,567,110,21.9,22,5,3,29.0,57.0,38.857142857142854,56
2025-03-23,PHC005,MED004,533,88,23.4,25,6,3,56.0,38.0,38.714285714285715,34
2025-03-24,PHC005,MED004,500,80,22.8,19,0,3,34.0,29.0,38.142857142857146,33
2025-03-25,PHC005,MED004,474,71,29.9,13,1,3,33.0,37.0,38.714285714285715,26
2025-03-26,PHC005,MED004,421,110,27.9,31,2,3,26.0,49.0,37.142857142857146,53
2025-03-27,PHC005,MED004,381,94,25.5,23,3,3,53.0,33.0,37.714285714285715,40
2025-03-28,PHC005,MED004,349,86,21.7,22,4,3,40.0,29.0,38.714285714285715,32
2025-03-29,PHC005,MED004,293,99,31.0,21,5,3,32.0,56.0,39.142857142857146,56
2025-03-30,PHC005,MED004,236,106,27.0,22,6,3,56.0,34.0,39.142857142857146,57
2025-03-31,PHC005,MED004,206,78,27.8,17,0,3,57.0,33.0,42.42857142857143,30
2025-04-01,PHC005,MED004,173,74,31.6,10,1,4,30.0,26.0,42.0,33
2025-04-02,PHC005,MED004,150,71,32.9,18,2,4,33.0,53.0,43.0,23
2025-04-03,PHC005,MED004,641,118,29.1,35,3,4,23.0,40.0,38.714285714285715,54
2025-04-04,PHC005,MED004,604,107,24.1,34,4,4,54.0,32.0,40.714285714285715,37
2025-04-05,PHC005,MED004,549,105,20.8,25,5,4,37.0,56.0,41.42857142857143,55
2025-04-06,PHC005,MED004,493,102,22.4,29,6,4,55.0,57.0,41.285714285714285,56
2025-04-07,PHC005,MED004,460,98,29.2,26,0,4,56.0,30.0,41.142857142857146,33
2025-04-08,PHC005,MED004,432,75,29.9,20,1,4,33.0,33.0,41.57142857142857,28
2025-04-09,PHC005,MED004,400,86,24.2,24,2,4,28.0,23.0,40.857142857142854,32
2025-04-10,PHC005,MED004,365,81,31.2,20,3,4,32.0,54.0,42.142857142857146,35
2025-04-11,PHC005,MED004,332,73,26.3,17,4,4,35.0,37.0,39.42857142857143,33
2025-04-12,PHC005,MED004,292,88,20.2,19,5,4,33.0,55.0,38.857142857142854,40
2025-04-13,PHC005,MED004,237,107,20.2,31,6,4,40.0,56.0,36.714285714285715,55
2025-04-14,PHC005,MED004,200,82,30.4,31,0,4,55.0,33.0,36.57142857142857,37
2025-04-15,PHC005,MED004,174,81,30.8,22,1,4,37.0,28.0,37.142857142857146,26
2025-04-16,PHC005,MED004,135,80,23.7,27,2,4,26.0,32.0,36.857142857142854,39
2025-04-17,PHC005,MED004,572,79,31.7,18,3,4,39.0,35.0,37.857142857142854,34
2025-04-18,PHC005,MED004,539,85,25.9,25,4,4,34.0,33.0,37.714285714285715,33
2025-04-19,PHC005,MED004,476,135,20.9,34,5,4,33.0,40.0,37.714285714285715,63
2025-04-20,PHC005,MED004,443,72,26.9,22,6,4,63.0,55.0,41.0,33
2025-04-21,PHC005,MED004,415,64,29.2,19,0,4,33.0,37.0,37.857142857142854,28
2025-04-22,PHC005,MED004,378,105,34.9,23,1,4,28.0,26.0,36.57142857142857,37
2025-04-23,PHC005,MED004,334,99,32.2,28,2,4,37.0,39.0,38.142857142857146,44
2025-04-24,PHC005,MED004,292,79,20.6,16,3,4,44.0,34.0,38.857142857142854,42
2025-04-25,PHC005,MED004,247,99,34.3,22,4,4,42.0,33.0,40.0,45
2025-04-26,PHC005,MED004,760,127,34.5,35,5,4,45.0,63.0,41.714285714285715,64
2025-04-27,PHC005,MED004,709,94,25.8,21,6,4,64.0,33.0,41.857142857142854,51
2025-04-28,PHC005,MED004,671,96,21.8,25,0,4,51.0,28.0,44.42857142857143,38
2025-04-29,PHC005,MED004,647,62,25.5,15,1,4,38.0,37.0,45.857142857142854,24
2025-04-30,PHC005,MED004,621,75,33.6,23,2,4,24.0,44.0,44.0,26
2025-05-01,PHC005,MED004,602,56,33.4,16,3,5,26.0,42.0,41.42857142857143,19
2025-05-02,PHC005,MED004,565,96,27.7,25,4,5,19.0,45.0,38.142857142857146,37
2025-05-03,PHC005,MED004,530,81,24.5,23,5,5,37.0,64.0,37.0,35
2025-05-04,PHC005,MED004,466,117,26.6,29,6,5,35.0,51.0,32.857142857142854,64
2025-05-05,PHC005,MED004,450,42,30.3,16,0,5,64.0,38.0,34.714285714285715,16
2025-05-06,PHC005,MED004,417,74,20.1,19,1,5,16.0,24.0,31.571428571428573,33
2025-05-07,PHC005,MED004,387,71,26.8,13,2,5,33.0,26.0,32.857142857142854,30
2025-05-08,PHC005,MED004,345,87,21.8,28,3,5,30.0,19.0,33.42857142857143,42
2025-05-09,PHC005,MED004,315,78,23.2,22,4,5,42.0,37.0,36.714285714285715,30
2025-05-10,PHC005,MED004,274,96,29.8,26,5,5,30.0,35.0,35.714285714285715,41
2025-05-11,PHC005,MED004,237,88,22.3,18,6,5,41.0,64.0,36.57142857142857,37
2025-05-12,PHC005,MED004,220,54,28.0,5,0,5,37.0,16.0,32.714285714285715,17
2025-05-13,PHC005,MED004,208,36,34.3,9,1,5,17.0,33.0,32.857142857142854,12
2025-05-14,PHC005,MED004,183,63,23.6,18,2,5,12.0,30.0,29.857142857142858,25
2025-05-15,PHC005,MED004,158,70,21.3,26,3,5,25.0,42.0,29.142857142857142,25
2025-05-16,PHC005,MED004,128,66,25.1,16,4,5,25.0,30.0,26.714285714285715,30
2025-05-17,PHC005,MED004,868,93,34.5,25,5,5,30.0,41.0,26.714285714285715,58
2025-05-18,PHC005,MED004,827,90,30.0,32,6,5,58.0,37.0,29.142857142857142,41
2025-05-19,PHC005,MED004,788,73,23.7,21,0,5,41.0,17.0,29.714285714285715,39
2025-05-20,PHC005,MED004,758,68,21.2,24,1,5,39.0,12.0,32.857142857142854,30
2025-05-21,PHC005,MED004,727,76,30.0,14,2,5,30.0,25.0,35.42857142857143,31
2025-05-22,PHC005,MED004,693,80,33.0,23,3,5,31.0,25.0,36.285714285714285,34
2025-05-23,PHC005,MED004,660,83,30.3,15,4,5,34.0,30.0,37.57142857142857,33
2025-05-24,PHC005,MED004,627,76,30.7,20,5,5,33.0,58.0,38.0,33
2025-05-25,PHC005,MED004,575,84,30.8,6,6,5,33.0,41.0,34.42857142857143,52
2025-05-26,PHC005,MED004,544,68,34.5,15,0,5,52.0,39.0,36.0,31
2025-05-27,PHC005,MED004,518,62,34.9,18,1,5,31.0,30.0,34.857142857142854,26
2025-05-28,PHC005,MED004,485,95,25.7,22,2,5,26.0,31.0,34.285714285714285,33
2025-05-29,PHC005,MED004,446,86,33.6,16,3,5,33.0,34.0,34.57142857142857,39
2025-05-30,PHC005,MED004,407,87,30.5,21,4,5,39.0,33.0,35.285714285714285,39
2025-05-31,PHC005,MED004,369,105,32.6,26,5,5,39.0,33.0,36.142857142857146,38
2025-06-01,PHC005,MED004,338,68,22.8,7,6,6,38.0,52.0,36.857142857142854,31
2025-06-02,PHC005,MED004,311,73,31.8,19,0,6,31.0,31.0,33.857142857142854,27
2025-06-03,PHC005,MED004,270,91,21.7,21,1,6,27.0,26.0,33.285714285714285,41
2025-06-04,PHC005,MED004,238,82,33.1,20,2,6,41.0,33.0,35.42857142857143,32
2025-06-05,PHC005,MED004,207,91,21.8,23,3,6,32.0,39.0,35.285714285714285,31
2025-06-06,PHC005,MED004,168,83,32.2,23,4,6,31.0,39.0,34.142857142857146,39
2025-06-07,PHC005,MED004,820,99,22.9,24,5,6,39.0,38.0,34.142857142857146,53
2025-06-08,PHC005,MED004,765,121,32.2,23,6,6,53.0,31.0,36.285714285714285,55
2025-06-09,PHC005,MED004,721,92,20.8,20,0,6,55.0,27.0,39.714285714285715,44
2025-06-10,PHC005,MED004,691,70,31.6,16,1,6,44.0,41.0,42.142857142857146,30
2025-06-11,PHC005,MED004,643,118,28.0,29,2,6,30.0,32.0,40.57142857142857,48
2025-06-12,PHC005,MED004,607,77,34.1,16,3,6,48.0,31.0,42.857142857142854,36
2025-06-13,PHC005,MED004,586,50,25.5,14,4,6,36.0,39.0,43.57142857142857,21
2025-06-14,PHC005,MED004,545,86,34.0,20,5,6,21.0,53.0,41.0,41
2025-06-15,PHC005,MED004,485,101,24.2,16,6,6,41.0,55.0,39.285714285714285,60
2025-06-16,PHC005,MED004,445,93,33.6,20,0,6,60.0,44.0,40.0,40
2025-06-17,PHC005,MED004,420,69,30.2,21,1,6,40.0,30.0,39.42857142857143,25
2025-06-18,PHC005,MED004,375,97,29.6,26,2,6,25.0,48.0,38.714285714285715,45
2025-06-19,PHC005,MED004,334,99,27.9,25,3,6,45.0,36.0,38.285714285714285,41
2025-06-20,PHC005,MED004,295,89,32.3,12,4,6,41.0,21.0,39.0,39
2025-06-21,PHC005,MED004,240,108,26.0,20,5,6,39.0,41.0,41.57142857142857,55
2025-06-22,PHC005,MED004,188,88,27.0,24,6,6,55.0,60.0,43.57142857142857,52
2025-06-23,PHC005,MED004,146,101,31.4,24,0,6,52.0,40.0,42.42857142857143,42
2025-06-24,PHC005,MED004,114,71,32.2,9,1,6,42.0,25.0,42.714285714285715,32
2025-06-25,PHC005,MED004,719,78,29.7,23,2,6,32.0,45.0,43.714285714285715,32
2025-06-26,PHC005,MED004,689,84,33.8,20,3,6,32.0,41.0,41.857142857142854,30
2025-06-27,PHC005,MED004,655,82,22.8,20,4,6,30.0,39.0,40.285714285714285,34
2025-06-28,PHC005,MED004,628,64,22.9,18,5,6,34.0,55.0,39.57142857142857,27
2025-06-29,PHC005,MED004,569,101,31.9,26,6,6,27.0,52.0,35.57142857142857,59
2025-01-08,PHC005,MED005,1075,89,26.6,16,2,1,28.0,27.0,27.285714285714285,21
2025-01-09,PHC005,MED005,1053,77,27.8,16,3,1,21.0,20.0,26.428571428571427,22
2025-01-10,PHC005,MED005,1028,79,30.4,16,4,1,22.0,27.0,26.714285714285715,25
2025-01-11,PHC005,MED005,990,114,31.7,22,5,1,25.0,43.0,26.428571428571427,38
2025-01-12,PHC005,MED005,954,103,34.6,20,6,1,38.0,33.0,25.714285714285715,36
2025-01-13,PHC005,MED005,932,73,20.7,18,0,1,36.0,13.0,26.142857142857142,22
2025-01-14,PHC005,MED005,906,79,31.8,22,1,1,22.0,28.0,27.428571428571427,26
2025-01-15,PHC005,MED005,877,93,22.4,27,2,1,26.0,21.0,27.142857142857142,29
2025-01-16,PHC005,MED005,856,68,22.3,21,3,1,29.0,22.0,28.285714285714285,21
2025-01-17,PHC005,MED005,825,97,34.3,28,4,1,21.0,25.0,28.142857142857142,31
2025-01-18,PHC005,MED005,796,91,29.5,30,5,1,31.0,38.0,29.0,29
2025-01-19,PHC005,MED005,768,95,32.9,25,6,1,29.0,36.0,27.714285714285715,28
2025-01-20,PHC005,MED005,751,55,23.9,6,0,1,28.0,22.0,26.571428571428573,17
2025-01-21,PHC005,MED005,725,97,27.2,17,1,1,17.0,26.0,25.857142857142858,26
2025-01-22,PHC005,MED005,693,102,34.5,27,2,1,26.0,29.0,25.857142857142858,32
2025-01-23,PHC005,MED005,661,85,22.3,28,3,1,32.0,21.0,26.285714285714285,32
2025-01-24,PHC005,MED005,640,70,31.3,10,4,1,32.0,31.0,27.857142857142858,21
2025-01-25,PHC005,MED005,606,79,25.2,36,5,1,21.0,29.0,26.428571428571427,34
2025-01-26,PHC005,MED005,577,90,30.0,15,6,1,34.0,28.0,27.142857142857142,29
2025-01-27,PHC005,MED005,554,68,22.7,7,0,1,29.0,17.0,27.285714285714285,23
2025-01-28,PHC005,MED005,528,76,29.3,12,1,1,23.0,26.0,28.142857142857142,26
2025-01-29,PHC005,MED005,499,90,29.8,22,2,1,26.0,32.0,28.142857142857142,29
2025-01-30,PHC005,MED005,480,73,27.2,25,3,1,29.0,32.0,27.714285714285715,19
2025-01-31,PHC005,MED005,460,82,29.7,18,4,1,19.0,21.0,25.857142857142858,20
2025-02-01,PHC005,MED005,435,90,21.6,20,5,2,20.0,34.0,25.714285714285715,25
2025-02-02,PHC005,MED005,399,94,24.7,29,6,2,25.0,29.0,24.428571428571427,36
2025-02-03,PHC005,MED005,388,51,24.9,13,0,2,36.0,23.0,25.428571428571427,11
2025-02-04,PHC005,MED005,362,102,23.3,26,1,2,11.0,26.0,23.714285714285715,26
2025-02-05,PHC005,MED005,335,90,30.0,30,2,2,26.0,29.0,23.714285714285715,27
2025-02-06,PHC005,MED005,312,84,27.1,30,3,2,27.0,19.0,23.428571428571427,23
2025-02-07,PHC005,MED005,293,84,20.7,19,4,2,23.0,20.0,24.0,19
2025-02-08,PHC005,MED005,261,84,32.0,26,5,2,19.0,25.0,23.857142857142858,32
2025-02-09,PHC005,MED005,231,83,30.8,17,6,2,32.0,36.0,24.857142857142858,30
2025-02-10,PHC005,MED005,205,97,33.8,27,0,2,30.0,11.0,24.0,26
2025-02-11,PHC005,MED005,178,93,21.4,34,1,2,26.0,26.0,26.142857142857142,27
2025-02-12,PHC005,MED005,158,76,23.2,12,2,2,27.0,27.0,26.285714285714285,20
2025-02-13,PHC005,MED005,128,97,27.2,22,3,2,20.0,23.0,25.285714285714285,30
2025-02-14,PHC005,MED005,104,88,23.8,22,4,2,30.0,19.0,26.285714285714285,24
2025-02-15,PHC005,MED005,420,96,29.8,30,5,2,24.0,32.0,27.0,33
2025-02-16,PHC005,MED005,381,107,22.2,32,6,2,33.0,30.0,27.142857142857142,39
2025-02-17,PHC005,MED005,352,84,33.6,21,0,2,39.0,26.0,28.428571428571427,29
2025-02-18,PHC005,MED005,333,68,28.5,13,1,2,29.0,27.0,28.857142857142858,19
2025-02-19,PHC005,MED005,310,81,21.1,25,2,2,19.0,20.0,27.714285714285715,23
2025-02-20,PHC005,MED005,293,52,23.5,17,3,2,23.0,30.0,28.142857142857142,17
2025-02-21,PHC005,MED005,281,38,25.8,11,4,2,17.0,24.0,26.285714285714285,12
2025-02-22,PHC005,MED005,253,94,25.1,17,5,2,12.0,33.0,24.571428571428573,28
2025-02-23,PHC005,MED005,228,83,26.3,15,6,2,28.0,39.0,23.857142857142858,25
2025-02-24,PHC005,MED005,206,82,23.1,27,0,2,25.0,29.0,21.857142857142858,22
2025-02-25,PHC005,MED005,188,66,23.0,23,1,2,22.0,19.0,20.857142857142858,18
2025-02-26,PHC005,MED005,169,63,25.7,11,2,2,18.0,23.0,20.714285714285715,19
2025-02-27,PHC005,MED005,144,83,28.7,12,3,2,19.0,17.0,20.142857142857142,25
2025-02-28,PHC005,MED005,120,74,22.2,21,4,2,25.0,12.0,21.285714285714285,24
2025-03-01,PHC005,MED005,794,109,25.2,26,5,3,24.0,28.0,23.0,39
2025-03-02,PHC005,MED005,781,58,28.4,25,6,3,39.0,25.0,24.571428571428573,13
2025-03-03,PHC005,MED005,756,89,20.0,14,0,3,13.0,22.0,22.857142857142858,25
2025-03-04,PHC005,MED005,740,63,25.9,18,1,3,25.0,18.0,23.285714285714285,16
2025-03-05,PHC005,MED005,710,101,28.6,20,2,3,16.0,19.0,23.0,30
2025-03-06,PHC005,MED005,693,52,33.3,6,3,3,30.0,25.0,24.571428571428573,17
2025-03-07,PHC005,MED005,664,95,30.4,20,4,3,17.0,24.0,23.428571428571427,29
2025-03-08,PHC005,MED005,628,121,20.5,32,5,3,29.0,39.0,24.142857142857142,36
2025-03-09,PHC005,MED005,600,100,20.6,23,6,3,36.0,13.0,23.714285714285715,28
2025-03-10,PHC005,MED005,583,77,28.5,5,0,3,28.0,25.0,25.857142857142858,17
2025-03-11,PHC005,MED005,568,54,29.5,11,1,3,17.0,16.0,24.714285714285715,15
2025-03-12,PHC005,MED005,546,75,30.4,16,2,3,15.0,30.0,24.571428571428573,22
2025-03-13,PHC005,MED005,524,90,30.8,20,3,3,22.0,17.0,23.428571428571427,22
2025-03-14,PHC005,MED005,498,86,22.4,25,4,3,22.0,29.0,24.142857142857142,26
2025-03-15,PHC005,MED005,460,105,34.8,27,5,3,26.0,36.0,23.714285714285715,38
2025-03-16,PHC005,MED005,429,105,33.7,20,6,3,38.0,28.0,24.0,31
2025-03-17,PHC005,MED005,411,67,25.9,12,0,3,31.0,17.0,24.428571428571427,18
2025-03-18,PHC005,MED005,385,94,26.5,21,1,3,18.0,15.0,24.571428571428573,26
2025-03-19,PHC005,MED005,351,93,33.9,22,2,3,26.0,22.0,26.142857142857142,34
2025-03-20,PHC005,MED005,322,80,23.9,15,3,3,34.0,22.0,27.857142857142858,29
2025-03-21,PHC005,MED005,297,94,33.9,19,4,3,29.0,26.0,28.857142857142858,25
2025-03-22,PHC005,MED005,275,71,23.6,13,5,3,25.0,38.0,28.714285714285715,22
2025-03-23,PHC005,MED005,250,64,23.4,15,6,3,22.0,31.0,26.428571428571427,25
2025-03-24,PHC005,MED005,225,102,24.0,18,0,3,25.0,18.0,25.571428571428573,25
2025-03-25,PHC005,MED005,205,76,22.2,15,1,3,25.0,26.0,26.571428571428573,20
2025-03-26,PHC005,MED005,180,93,26.3,24,2,3,20.0,34.0,25.714285714285715,25
2025-03-27,PHC005,MED005,162,69,30.0,30,3,3,25.0,29.0,24.428571428571427,18
2025-03-28,PHC005,MED005,145,55,27.8,11,4,3,18.0,25.0,22.857142857142858,17
2025-03-29,PHC005,MED005,115,83,20.1,20,5,3,17.0,22.0,21.714285714285715,30
2025-03-30,PHC005,MED005,623,107,21.9,22,6,3,30.0,25.0,22.857142857142858,37
2025-03-31,PHC005,MED005,604,73,24.5,18,0,3,37.0,25.0,24.571428571428573,19
2025-04-01,PHC005,MED005,580,88,24.3,18,1,4,19.0,20.0,23.714285714285715,24
2025-04-02,PHC005,MED005,559,65,22.0,11,2,4,24.0,25.0,24.285714285714285,21
2025-04-03,PHC005,MED005,538,81,20.2,18,3,4,21.0,18.0,23.714285714285715,21
2025-04-04,PHC005,MED005,513,98,21.0,27,4,4,21.0,17.0,24.142857142857142,25
2025-04-05,PHC005,MED005,477,90,20.8,18,5,4,25.0,30.0,25.285714285714285,36
2025-04-06,PHC005,MED005,447,97,31.7,25,6,4,36.0,37.0,26.142857142857142,30
2025-04-07,PHC005,MED005,424,88,25.0,31,0,4,30.0,19.0,25.142857142857142,23
2025-04-08,PHC005,MED005,402,89,25.0,20,1,4,23.0,24.0,25.714285714285715,22
2025-04-09,PHC005,MED005,377,68,27.1,23,2,4,22.0,21.0,25.428571428571427,25
2025-04-10,PHC005,MED005,355,80,28.6,21,3,4,25.0,21.0,26.0,22
2025-04-11,PHC005,MED005,334,81,30.6,22,4,4,22.0,25.0,26.142857142857142,21
2025-04-12,PHC005,MED005,308,89,23.3,20,5,4,21.0,36.0,25.571428571428573,26
2025-04-13,PHC005,MED005,264,123,28.3,35,6,4,26.0,30.0,24.142857142857142,44
2025-04-14,PHC005,MED005,241,83,26.1,23,0,4,44.0,23.0,26.142857142857142,23
2025-04-15,PHC005,MED005,211,102,20.5,22,1,4,23.0,22.0,26.142857142857142,30
2025-04-16,PHC005,MED005,182,93,23.1,22,2,4,30.0,25.0,27.285714285714285,29
2025-04-17,PHC005,MED005,157,90,29.9,25,3,4,29.0,22.0,27.857142857142858,25
2025-04-18,PHC005,MED005,142,65,29.9,15,4,4,25.0,21.0,28.285714285714285,15
2025-04-19,PHC005,MED005,118,96,20.4,17,5,4,15.0,26.0,27.428571428571427,24
2025-04-20,PHC005,MED005,91,82,30.6,24,6,4,24.0,44.0,27.142857142857142,27
2025-04-21,PHC005,MED005,816,99,25.7,32,0,4,27.0,23.0,24.714285714285715,28
2025-04-22,PHC005,MED005,794,78,29.9,20,1,4,28.0,30.0,25.428571428571427,22
2025-04-23,PHC005,MED005,780,49,21.0,13,2,4,22.0,29.0,24.285714285714285,14
2025-04-24,PHC005,MED005,734,127,20.9,28,3,4,14.0,25.0,22.142857142857142,46
2025-04-25,PHC005,MED005,707,84,32.5,29,4,4,46.0,15.0,25.142857142857142,27
2025-04-26,PHC005,MED005,681,89,24.2,24,5,4,27.0,24.0,26.857142857142858,26
2025-04-27,PHC005,MED005,652,85,31.3,23,6,4,26.0,27.0,27.142857142857142,29
2025-04-28,PHC005,MED005,637,55,22.0,13,0,4,29.0,28.0,27.428571428571427,15
2025-04-29,PHC005,MED005,605,101,23.5,24,1,4,15.0,22.0,25.571428571428573,32
2025-04-30,PHC005,MED005,573,86,23.2,8,2,4,32.0,14.0,27.0,32
2025-05-01,PHC005,MED005,549,88,23.3,19,3,5,32.0,46.0,29.571428571428573,24
2025-05-02,PHC005,MED005,520,97,30.1,31,4,5,24.0,27.0,26.428571428571427,29
2025-05-03,PHC005,MED005,489,77,34.0,21,5,5,29.0,26.0,26.714285714285715,31
2025-05-04,PHC005,MED005,455,94,29.1,27,6,5,31.0,29.0,27.428571428571427,34
2025-05-05,PHC005,MED005,431,80,33.5,15,0,5,34.0,15.0,28.142857142857142,24
2025-05-06,PHC005,MED005,407,84,34.1,19,1,5,24.0,32.0,29.428571428571427,24
2025-05-07,PHC005,MED005,382,85,28.7,24,2,5,24.0,32.0,28.285714285714285,25
2025-05-08,PHC005,MED005,367,53,24.1,13,3,5,25.0,24.0,27.285714285714285,15
2025-05-09,PHC005,MED005,342,103,20.7,21,4,5,15.0,29.0,26.0,25
2025-05-10,PHC005,MED005,315,88,32.1,30,5,5,25.0,31.0,25.428571428571427,27
2025-05-11,PHC005,MED005,284,102,20.2,14,6,5,27.0,34.0,24.857142857142858,31
