date,phc_id,medicine_id,stock,daily_consumption,patient_footfall,temperature,disease_cases
09-04-2025,PHC005,MED002,148,32,77,30.8,13
10-04-2025,PHC005,MED002,130,18,51,23,13
11-04-2025,PHC005,MED002,103,27,63,20.6,10
12-04-2025,PHC005,MED002,581,55,85,29.9,18
13-04-2025,PHC005,MED002,539,42,79,24.5,13
14-04-2025,PHC005,MED002,503,36,79,21.4,20
15-04-2025,PHC005,MED002,467,36,99,25.9,25
16-04-2025,PHC005,MED002,434,33,75,24.9,22
17-04-2025,PHC005,MED002,377,57,93,25.6,28
18-04-2025,PHC005,MED002,326,51,83,34.9,24
19-04-2025,PHC005,MED002,274,52,83,31.9,24
20-04-2025,PHC005,MED002,234,40,69,30.7,28
21-04-2025,PHC005,MED002,207,27,67,31.7,14
22-04-2025,PHC005,MED002,176,31,66,26.8,17
23-04-2025,PHC005,MED002,138,38,86,34,24
24-04-2025,PHC005,MED002,828,43,74,22,12
25-04-2025,PHC005,MED002,768,60,115,33.3,30
26-04-2025,PHC005,MED002,716,52,89,26.3,33
27-04-2025,PHC005,MED002,667,49,86,23.5,23
28-04-2025,PHC005,MED002,626,41,80,30.8,18
29-04-2025,PHC005,MED002,572,54,95,32.9,22
30-04-2025,PHC005,MED002,527,45,81,29.8,23
01-05-2025,PHC005,MED002,477,50,91,23.9,20
02-05-2025,PHC005,MED002,453,24,59,23.3,11
03-05-2025,PHC005,MED002,398,55,89,23.7,18
04-05-2025,PHC005,MED002,343,55,107,27.4,31
05-05-2025,PHC005,MED002,292,51,98,25.5,20
06-05-2025,PHC005,MED002,255,37,72,30.2,22
07-05-2025,PHC005,MED002,207,48,94,26.4,23
08-05-2025,PHC005,MED002,163,44,90,32.6,20
09-05-2025,PHC005,MED002,132,31,80,21.7,25
10-05-2025,PHC005,MED002,405,40,83,20.6,22
11-05-2025,PHC005,MED002,347,58,100,26.2,17
12-05-2025,PHC005,MED002,286,61,96,27.3,22
13-05-2025,PHC005,MED002,242,44,76,20.2,19
14-05-2025,PHC005,MED002,193,49,94,28.9,21
15-05-2025,PHC005,MED002,149,44,85,25.1,19
16-05-2025,PHC005,MED002,435,41,82,21.5,15
17-05-2025,PHC005,MED002,376,59,82,21.2,21
18-05-2025,PHC005,MED002,311,65,101,24.1,21
19-05-2025,PHC005,MED002,275,36,72,22.6,26
20-05-2025,PHC005,MED002,237,38,77,28,16
21-05-2025,PHC005,MED002,206,31,66,26.4,15
22-05-2025,PHC005,MED002,162,44,85,20.1,23
23-05-2025,PHC005,MED002,837,46,87,33.1,28
24-05-2025,PHC005,MED002,790,47,107,33.8,31
25-05-2025,PHC005,MED002,721,69,109,26.6,18
26-05-2025,PHC005,MED002,672,49,91,22.1,26
27-05-2025,PHC005,MED002,630,42,82,20.9,19
28-05-2025,PHC005,MED002,571,59,95,29.4,34
29-05-2025,PHC005,MED002,532,39,86,21.7,21
30-05-2025,PHC005,MED002,485,47,86,20.6,10
31-05-2025,PHC005,MED002,434,51,92,23.5,19
01-06-2025,PHC005,MED002,400,34,73,30.5,21
02-06-2025,PHC005,MED002,367,33,74,28.6,11
03-06-2025,PHC005,MED002,324,43,100,22.6,23
04-06-2025,PHC005,MED002,292,32,79,20.6,26
05-06-2025,PHC005,MED002,262,30,68,33.7,12
06-06-2025,PHC005,MED002,221,41,84,27.4,14
07-06-2025,PHC005,MED002,677,56,97,21.8,19
08-06-2025,PHC005,MED002,637,40,78,24.4,23
09-06-2025,PHC005,MED002,592,45,88,24.3,24
10-06-2025,PHC005,MED002,544,48,96,24,25
11-06-2025,PHC005,MED002,497,47,89,31.1,20
12-06-2025,PHC005,MED002,458,39,102,28.9,23
13-06-2025,PHC005,MED002,427,31,63,20.2,21
14-06-2025,PHC005,MED002,394,33,84,22.5,10
15-06-2025,PHC005,MED002,331,63,111,27,27
16-06-2025,PHC005,MED002,304,27,52,28.1,12
17-06-2025,PHC005,MED002,260,44,86,30,24
18-06-2025,PHC005,MED002,972,67,107,29.4,28
19-06-2025,PHC005,MED002,926,46,99,21.3,11
20-06-2025,PHC005,MED002,898,28,64,29.2,21
21-06-2025,PHC005,MED002,845,53,91,33.5,29
22-06-2025,PHC005,MED002,775,70,97,26.7,22
23-06-2025,PHC005,MED002,732,43,84,24.3,14
24-06-2025,PHC005,MED002,686,46,78,32.3,18
25-06-2025,PHC005,MED002,638,48,88,28,18
26-06-2025,PHC005,MED002,590,48,84,34.2,23
27-06-2025,PHC005,MED002,558,32,68,34.7,16
28-06-2025,PHC005,MED002,497,61,106,34,25
29-06-2025,PHC005,MED002,441,56,91,26.3,28
01-01-2025,PHC005,MED003,799,28,73,32.6,18
02-01-2025,PHC005,MED003,773,26,68,21.4,22
03-01-2025,PHC005,MED003,742,31,76,22.4,17
04-01-2025,PHC005,MED003,713,29,78,29,12
05-01-2025,PHC005,MED003,687,26,63,22.3,20
06-01-2025,PHC005,MED003,665,22,65,32.7,23
07-01-2025,PHC005,MED003,640,25,77,20.6,17
08-01-2025,PHC005,MED003,596,44,99,31.9,24
09-01-2025,PHC005,MED003,568,28,68,20.7,19
10-01-2025,PHC005,MED003,541,27,67,33.4,18
11-01-2025,PHC005,MED003,506,35,85,25,15
12-01-2025,PHC005,MED003,467,39,97,32.9,30
13-01-2025,PHC005,MED003,446,21,68,22.7,10
14-01-2025,PHC005,MED003,427,19,56,24.2,20
15-01-2025,PHC005,MED003,402,25,69,23.7,14
16-01-2025,PHC005,MED003,364,38,100,24.7,30
17-01-2025,PHC005,MED003,332,32,82,28.4,20
18-01-2025,PHC005,MED003,290,42,97,31.4,28
19-01-2025,PHC005,MED003,242,48,99,28.1,20
20-01-2025,PHC005,MED003,210,32,92,23.3,15
21-01-2025,PHC005,MED003,191,19,62,27.5,14
22-01-2025,PHC005,MED003,167,24,60,27.2,17
23-01-2025,PHC005,MED003,131,36,105,26.7,25
24-01-2025,PHC005,MED003,104,27,73,24.5,16
25-01-2025,PHC005,MED003,543,44,98,28.8,33
26-01-2025,PHC005,MED003,522,21,68,29.6,9
27-01-2025,PHC005,MED003,488,34,94,23.1,31
28-01-2025,PHC005,MED003,454,34,86,20,16
29-01-2025,PHC005,MED003,423,31,84,33.8,24
30-01-2025,PHC005,MED003,381,42,96,30.5,16
31-01-2025,PHC005,MED003,348,33,92,34.3,20
01-02-2025,PHC005,MED003,312,36,74,26.4,17
02-02-2025,PHC005,MED003,282,30,74,30.5,10
03-02-2025,PHC005,MED003,239,43,106,27.1,18
04-02-2025,PHC005,MED003,207,32,78,34,8
05-02-2025,PHC005,MED003,180,27,87,28.6,19
06-02-2025,PHC005,MED003,152,28,76,28.1,18
07-02-2025,PHC005,MED003,119,33,79,22.2,12
08-02-2025,PHC005,MED003,495,39,90,26.2,27
09-02-2025,PHC005,MED003,464,31,86,33.8,25
10-02-2025,PHC005,MED003,447,17,54,28.2,5
11-02-2025,PHC005,MED003,425,22,67,34.6,18
12-02-2025,PHC005,MED003,399,26,63,26.6,19
13-02-2025,PHC005,MED003,365,34,74,21.4,14
14-02-2025,PHC005,MED003,338,27,74,24.7,21
15-02-2025,PHC005,MED003,306,32,86,30.2,15
16-02-2025,PHC005,MED003,263,43,113,27.2,30
17-02-2025,PHC005,MED003,221,42,98,25.3,18
18-02-2025,PHC005,MED003,182,39,85,30.2,22
19-02-2025,PHC005,MED003,149,33,91,32.1,14
20-02-2025,PHC005,MED003,118,31,83,26.2,24
21-02-2025,PHC005,MED003,91,27,72,25.6,14
22-02-2025,PHC005,MED003,504,41,108,20.7,28
23-02-2025,PHC005,MED003,472,32,80,34.6,21
24-02-2025,PHC005,MED003,436,36,80,33.8,21
25-02-2025,PHC005,MED003,397,39,80,32.9,18
26-02-2025,PHC005,MED003,372,25,68,26.2,13
27-02-2025,PHC005,MED003,328,44,94,34,28
28-02-2025,PHC005,MED003,305,23,68,27.4,26
01-03-2025,PHC005,MED003,259,46,99,34.3,30
02-03-2025,PHC005,MED003,226,33,96,22.9,11
03-03-2025,PHC005,MED003,197,29,79,31.7,16
04-03-2025,PHC005,MED003,165,32,79,25.7,24
05-03-2025,PHC005,MED003,134,31,96,24.3,24
06-03-2025,PHC005,MED003,105,29,96,29.1,28
07-03-2025,PHC005,MED003,803,40,108,26.4,38
08-03-2025,PHC005,MED003,754,49,96,24.4,26
09-03-2025,PHC005,MED003,714,40,86,30.4,12
10-03-2025,PHC005,MED003,693,21,65,31.5,17
11-03-2025,PHC005,MED003,666,27,70,30.6,19
12-03-2025,PHC005,MED003,642,24,92,34.6,25
13-03-2025,PHC005,MED003,614,28,79,25.8,13
14-03-2025,PHC005,MED003,570,44,104,34.7,29
15-03-2025,PHC005,MED003,530,40,94,30.7,18
16-03-2025,PHC005,MED003,484,46,100,33.1,24
17-03-2025,PHC005,MED003,449,35,98,31.8,29
18-03-2025,PHC005,MED003,404,45,107,26.7,27
19-03-2025,PHC005,MED003,372,32,79,32.2,19
20-03-2025,PHC005,MED003,328,44,102,33.8,29
21-03-2025,PHC005,MED003,289,39,86,27.2,22
22-03-2025,PHC005,MED003,254,35,94,28.8,28
23-03-2025,PHC005,MED003,204,50,108,34.6,33
24-03-2025,PHC005,MED003,180,24,70,24,13
25-03-2025,PHC005,MED003,146,34,79,31.3,24
26-03-2025,PHC005,MED003,127,19,49,25.4,12
27-03-2025,PHC005,MED003,110,17,43,26.4,17
28-03-2025,PHC005,MED003,482,28,75,29.8,23
29-03-2025,PHC005,MED003,439,43,99,22.1,25
30-03-2025,PHC005,MED003,394,45,104,34.8,36
31-03-2025,PHC005,MED003,363,31,98,27.4,25
01-04-2025,PHC005,MED003,335,28,103,34.7,22
02-04-2025,PHC005,MED003,301,34,90,30,19
03-04-2025,PHC005,MED003,277,24,66,22.5,10
04-04-2025,PHC005,MED003,249,28,89,30.3,25
05-04-2025,PHC005,MED003,198,51,106,25.3,16
06-04-2025,PHC005,MED003,160,38,94,31.8,24
07-04-2025,PHC005,MED003,122,38,107,23.8,24
08-04-2025,PHC005,MED003,556,32,70,34.7,5
09-04-2025,PHC005,MED003,530,26,77,22.2,13
10-04-2025,PHC005,MED003,509,21,72,20.2,23
11-04-2025,PHC005,MED003,473,36,99,31.8,16
12-04-2025,PHC005,MED003,445,28,74,27.1,17
13-04-2025,PHC005,MED003,410,35,85,32.6,31
14-04-2025,PHC005,MED003,368,42,88,34.3,21
15-04-2025,PHC005,MED003,337,31,79,32.4,25
16-04-2025,PHC005,MED003,299,38,98,29,23
17-04-2025,PHC005,MED003,261,38,85,28.3,28
18-04-2025,PHC005,MED003,237,24,82,30,20
19-04-2025,PHC005,MED003,202,35,93,22.2,29
20-04-2025,PHC005,MED003,168,34,97,31,18
21-04-2025,PHC005,MED003,139,29,86,26.4,15
22-04-2025,PHC005,MED003,106,33,71,30.4,23
23-04-2025,PHC005,MED003,606,45,124,24.7,36
24-04-2025,PHC005,MED003,573,33,76,30.2,26
25-04-2025,PHC005,MED003,535,38,80,32.2,23
26-04-2025,PHC005,MED003,511,24,58,30.7,5
27-04-2025,PHC005,MED003,472,39,96,23.1,26
28-04-2025,PHC005,MED003,441,31,76,23.6,13
29-04-2025,PHC005,MED003,412,29,82,21.7,17
30-04-2025,PHC005,MED003,385,27,65,22.4,27
01-05-2025,PHC005,MED003,348,37,88,22.6,19
02-05-2025,PHC005,MED003,331,17,55,23.2,12
03-05-2025,PHC005,MED003,291,40,95,21.8,24
04-05-2025,PHC005,MED003,249,42,101,27.8,27
05-05-2025,PHC005,MED003,220,29,66,20.7,17
06-05-2025,PHC005,MED003,194,26,85,33.8,12
07-05-2025,PHC005,MED003,174,20,69,21.8,10
08-05-2025,PHC005,MED003,145,29,72,21.4,19
09-05-2025,PHC005,MED003,109,36,102,33.5,28
10-05-2025,PHC005,MED003,738,57,105,28.8,26
11-05-2025,PHC005,MED003,692,46,108,26.3,28
12-05-2025,PHC005,MED003,675,17,50,24.6,10
13-05-2025,PHC005,MED003,640,35,93,32.5,18
14-05-2025,PHC005,MED003,606,34,76,20.3,21
15-05-2025,PHC005,MED003,578,28,88,22.7,17
16-05-2025,PHC005,MED003,544,34,100,28.8,36
17-05-2025,PHC005,MED003,508,36,87,20.3,22
18-05-2025,PHC005,MED003,476,32,77,26.3,26
19-05-2025,PHC005,MED003,442,34,82,29.7,20
20-05-2025,PHC005,MED003,413,29,74,32.6,20
21-05-2025,PHC005,MED003,376,37,91,24.2,22
22-05-2025,PHC005,MED003,350,26,62,33.8,21
23-05-2025,PHC005,MED003,328,22,58,27,9
24-05-2025,PHC005,MED003,296,32,92,26.4,24
25-05-2025,PHC005,MED003,266,30,80,22.1,18
26-05-2025,PHC005,MED003,238,28,76,29.1,16
27-05-2025,PHC005,MED003,210,28,84,28.1,15
28-05-2025,PHC005,MED003,183,27,73,27.9,16
29-05-2025,PHC005,MED003,155,28,71,31.7,11
30-05-2025,PHC005,MED003,127,28,82,25.4,22
31-05-2025,PHC005,MED003,442,49,103,33.5,20
01-06-2025,PHC005,MED003,403,39,95,26.5,25
02-06-2025,PHC005,MED003,376,27,67,26.8,5
03-06-2025,PHC005,MED003,351,25,76,25.7,9
04-06-2025,PHC005,MED003,322,29,78,32.8,21
05-06-2025,PHC005,MED003,310,12,38,34.1,5
06-06-2025,PHC005,MED003,278,32,83,27.7,16
07-06-2025,PHC005,MED003,239,39,91,21.4,18
08-06-2025,PHC005,MED003,199,40,92,25.8,17
09-06-2025,PHC005,MED003,170,29,85,29.7,12
10-06-2025,PHC005,MED003,141,29,84,30.7,22
11-06-2025,PHC005,MED003,107,34,85,29,20
12-06-2025,PHC005,MED003,847,27,62,21.1,16
13-06-2025,PHC005,MED003,819,28,88,25.5,27
14-06-2025,PHC005,MED003,779,40,98,28.3,23
15-06-2025,PHC005,MED003,746,33,79,26.5,20
16-06-2025,PHC005,MED003,711,35,79,28.7,19
17-06-2025,PHC005,MED003,672,39,102,28.6,25
18-06-2025,PHC005,MED003,639,33,84,29.5,20
19-06-2025,PHC005,MED003,597,42,103,20.8,23
20-06-2025,PHC005,MED003,553,44,93,24.2,31
21-06-2025,PHC005,MED003,528,25,57,29.2,5
22-06-2025,PHC005,MED003,470,58,116,24.2,22
23-06-2025,PHC005,MED003,444,26,86,27.8,15
24-06-2025,PHC005,MED003,400,44,86,26.8,24
25-06-2025,PHC005,MED003,354,46,106,28.1,37
26-06-2025,PHC005,MED003,306,48,103,20.1,22
27-06-2025,PHC005,MED003,273,33,91,31.3,29
28-06-2025,PHC005,MED003,225,48,99,25.6,25
29-06-2025,PHC005,MED003,181,44,92,34.7,14
01-01-2025,PHC005,MED004,1132,40,88,21.2,23
02-01-2025,PHC005,MED004,1102,30,63,31.9,17
03-01-2025,PHC005,MED004,1061,41,98,23,26
04-01-2025,PHC005,MED004,1016,45,93,20.2,19
05-01-2025,PHC005,MED004,966,50,103,30.5,24
06-01-2025,PHC005,MED004,934,32,79,28.4,10
07-01-2025,PHC005,MED004,901,33,74,32.2,22
08-01-2025,PHC005,MED004,861,40,95,28.6,17
09-01-2025,PHC005,MED004,825,36,90,22,18
10-01-2025,PHC005,MED004,783,42,117,31,29
11-01-2025,PHC005,MED004,722,61,118,27.7,27
12-01-2025,PHC005,MED004,683,39,105,21.2,29
13-01-2025,PHC005,MED004,642,41,100,21.1,20
14-01-2025,PHC005,MED004,602,40,85,29.2,17
15-01-2025,PHC005,MED004,571,31,82,27,23
16-01-2025,PHC005,MED004,531,40,118,26.6,31
17-01-2025,PHC005,MED004,510,21,49,23.6,10
18-01-2025,PHC005,MED004,469,41,86,24.1,16
19-01-2025,PHC005,MED004,424,45,88,26.4,21
20-01-2025,PHC005,MED004,384,40,98,33.4,41
21-01-2025,PHC005,MED004,339,45,96,28.2,21
22-01-2025,PHC005,MED004,297,42,77,32,20
23-01-2025,PHC005,MED004,271,26,60,26.1,7
24-01-2025,PHC005,MED004,231,40,84,26.7,18
25-01-2025,PHC005,MED004,190,41,91,25.4,24
26-01-2025,PHC005,MED004,146,44,82,23.1,17
27-01-2025,PHC005,MED004,111,35,91,28.9,31
28-01-2025,PHC005,MED004,738,31,77,27.4,19
29-01-2025,PHC005,MED004,701,37,79,34.9,20
30-01-2025,PHC005,MED004,668,33,86,26.9,37
31-01-2025,PHC005,MED004,643,25,65,29,16
01-02-2025,PHC005,MED004,611,32,84,26.7,23
02-02-2025,PHC005,MED004,580,31,74,22.7,23
03-02-2025,PHC005,MED004,558,22,69,24.7,9
04-02-2025,PHC005,MED004,528,30,90,34.1,20
05-02-2025,PHC005,MED004,517,11,31,22.7,13
06-02-2025,PHC005,MED004,484,33,101,33.5,20
07-02-2025,PHC005,MED004,439,45,110,31.4,37
08-02-2025,PHC005,MED004,402,37,91,24.8,21
09-02-2025,PHC005,MED004,352,50,118,25.2,39
10-02-2025,PHC005,MED004,325,27,87,28.8,14
11-02-2025,PHC005,MED004,283,42,92,20.7,20
12-02-2025,PHC005,MED004,248,35,83,26.6,18
13-02-2025,PHC005,MED004,213,35,87,25.3,20
14-02-2025,PHC005,MED004,175,38,79,29.7,12
15-02-2025,PHC005,MED004,137,38,81,34.7,21
16-02-2025,PHC005,MED004,502,39,87,23.2,29
17-02-2025,PHC005,MED004,465,37,103,20,23
18-02-2025,PHC005,MED004,444,21,59,33.2,24
19-02-2025,PHC005,MED004,414,30,88,21,19
20-02-2025,PHC005,MED004,380,34,60,33.6,13
21-02-2025,PHC005,MED004,348,32,67,33.4,13
22-02-2025,PHC005,MED004,296,52,106,31.4,25
23-02-2025,PHC005,MED004,245,51,107,25.4,24
24-02-2025,PHC005,MED004,214,31,85,34.5,22
25-02-2025,PHC005,MED004,186,28,72,26.4,14
26-02-2025,PHC005,MED004,149,37,104,20.9,21
27-02-2025,PHC005,MED004,117,32,73,30.4,16
28-02-2025,PHC005,MED004,874,32,81,24,25
01-03-2025,PHC005,MED004,836,38,70,32.7,18
02-03-2025,PHC005,MED004,797,39,84,34.8,28
03-03-2025,PHC005,MED004,763,34,78,31.4,15
04-03-2025,PHC005,MED004,726,37,88,20.1,18
05-03-2025,PHC005,MED004,689,37,92,34.8,28
06-03-2025,PHC005,MED004,659,30,77,25.9,21
07-03-2025,PHC005,MED004,614,45,96,29.4,23
08-03-2025,PHC005,MED004,575,39,82,31.7,14
09-03-2025,PHC005,MED004,525,50,102,20.2,24
10-03-2025,PHC005,MED004,484,41,85,29.6,14
11-03-2025,PHC005,MED004,458,26,62,29.6,19
12-03-2025,PHC005,MED004,418,40,98,26.2,22
13-03-2025,PHC005,MED004,386,32,82,25.8,22
14-03-2025,PHC005,MED004,358,28,55,29.2,16
15-03-2025,PHC005,MED004,301,57,93,33.7,16
16-03-2025,PHC005,MED004,263,38,77,28.4,28
17-03-2025,PHC005,MED004,234,29,62,22.8,12
18-03-2025,PHC005,MED004,197,37,92,31.6,30
19-03-2025,PHC005,MED004,148,49,94,26.3,24
20-03-2025,PHC005,MED004,115,33,83,20.1,17
21-03-2025,PHC005,MED004,623,29,64,23.8,14
22-03-2025,PHC005,MED004,567,56,110,21.9,22
23-03-2025,PHC005,MED004,533,34,88,23.4,25
24-03-2025,PHC005,MED004,500,33,80,22.8,19
25-03-2025,PHC005,MED004,474,26,71,29.9,13
26-03-2025,PHC005,MED004,421,53,110,27.9,31
27-03-2025,PHC005,MED004,381,40,94,25.5,23
28-03-2025,PHC005,MED004,349,32,86,21.7,22
29-03-2025,PHC005,MED004,293,56,99,31,21
30-03-2025,PHC005,MED004,236,57,106,27,22
31-03-2025,PHC005,MED004,206,30,78,27.8,17
01-04-2025,PHC005,MED004,173,33,74,31.6,10
02-04-2025,PHC005,MED004,150,23,71,32.9,18
03-04-2025,PHC005,MED004,641,54,118,29.1,35
04-04-2025,PHC005,MED004,604,37,107,24.1,34
05-04-2025,PHC005,MED004,549,55,105,20.8,25
06-04-2025,PHC005,MED004,493,56,102,22.4,29
07-04-2025,PHC005,MED004,460,33,98,29.2,26
08-04-2025,PHC005,MED004,432,28,75,29.9,20
09-04-2025,PHC005,MED004,400,32,86,24.2,24
10-04-2025,PHC005,MED004,365,35,81,31.2,20
11-04-2025,PHC005,MED004,332,33,73,26.3,17
12-04-2025,PHC005,MED004,292,40,88,20.2,19
13-04-2025,PHC005,MED004,237,55,107,20.2,31
14-04-2025,PHC005,MED004,200,37,82,30.4,31
15-04-2025,PHC005,MED004,174,26,81,30.8,22
16-04-2025,PHC005,MED004,135,39,80,23.7,27
17-04-2025,PHC005,MED004,572,34,79,31.7,18
18-04-2025,PHC005,MED004,539,33,85,25.9,25
19-04-2025,PHC005,MED004,476,63,135,20.9,34
20-04-2025,PHC005,MED004,443,33,72,26.9,22
21-04-2025,PHC005,MED004,415,28,64,29.2,19
22-04-2025,PHC005,MED004,378,37,105,34.9,23
23-04-2025,PHC005,MED004,334,44,99,32.2,28
24-04-2025,PHC005,MED004,292,42,79,20.6,16
25-04-2025,PHC005,MED004,247,45,99,34.3,22
26-04-2025,PHC005,MED004,760,64,127,34.5,35
27-04-2025,PHC005,MED004,709,51,94,25.8,21
28-04-2025,PHC005,MED004,671,38,96,21.8,25
29-04-2025,PHC005,MED004,647,24,62,25.5,15
30-04-2025,PHC005,MED004,621,26,75,33.6,23
01-05-2025,PHC005,MED004,602,19,56,33.4,16
02-05-2025,PHC005,MED004,565,37,96,27.7,25
03-05-2025,PHC005,MED004,530,35,81,24.5,23
04-05-2025,PHC005,MED004,466,64,117,26.6,29
05-05-2025,PHC005,MED004,450,16,42,30.3,16
06-05-2025,PHC005,MED004,417,33,74,20.1,19
07-05-2025,PHC005,MED004,387,30,71,26.8,13
08-05-2025,PHC005,MED004,345,42,87,21.8,28
09-05-2025,PHC005,MED004,315,30,78,23.2,22
10-05-2025,PHC005,MED004,274,41,96,29.8,26
11-05-2025,PHC005,MED004,237,37,88,22.3,18
12-05-2025,PHC005,MED004,220,17,54,28,5
13-05-2025,PHC005,MED004,208,12,36,34.3,9
14-05-2025,PHC005,MED004,183,25,63,23.6,18
15-05-2025,PHC005,MED004,158,25,70,21.3,26
16-05-2025,PHC005,MED004,128,30,66,25.1,16
17-05-2025,PHC005,MED004,868,58,93,34.5,25
18-05-2025,PHC005,MED004,827,41,90,30,32
19-05-2025,PHC005,MED004,788,39,73,23.7,21
20-05-2025,PHC005,MED004,758,30,68,21.2,24
21-05-2025,PHC005,MED004,727,31,76,30,14
22-05-2025,PHC005,MED004,693,34,80,33,23
23-05-2025,PHC005,MED004,660,33,83,30.3,15
24-05-2025,PHC005,MED004,627,33,76,30.7,20
25-05-2025,PHC005,MED004,575,52,84,30.8,6
26-05-2025,PHC005,MED004,544,31,68,34.5,15
27-05-2025,PHC005,MED004,518,26,62,34.9,18
28-05-2025,PHC005,MED004,485,33,95,25.7,22
29-05-2025,PHC005,MED004,446,39,86,33.6,16
30-05-2025,PHC005,MED004,407,39,87,30.5,21
31-05-2025,PHC005,MED004,369,38,105,32.6,26
01-06-2025,PHC005,MED004,338,31,68,22.8,7
02-06-2025,PHC005,MED004,311,27,73,31.8,19
03-06-2025,PHC005,MED004,270,41,91,21.7,21
04-06-2025,PHC005,MED004,238,32,82,33.1,20
05-06-2025,PHC005,MED004,207,31,91,21.8,23
06-06-2025,PHC005,MED004,168,39,83,32.2,23
07-06-2025,PHC005,MED004,820,53,99,22.9,24
08-06-2025,PHC005,MED004,765,55,121,32.2,23
09-06-2025,PHC005,MED004,721,44,92,20.8,20
10-06-2025,PHC005,MED004,691,30,70,31.6,16
11-06-2025,PHC005,MED004,643,48,118,28,29
12-06-2025,PHC005,MED004,607,36,77,34.1,16
13-06-2025,PHC005,MED004,586,21,50,25.5,14
14-06-2025,PHC005,MED004,545,41,86,34,20
15-06-2025,PHC005,MED004,485,60,101,24.2,16
16-06-2025,PHC005,MED004,445,40,93,33.6,20
17-06-2025,PHC005,MED004,420,25,69,30.2,21
18-06-2025,PHC005,MED004,375,45,97,29.6,26
19-06-2025,PHC005,MED004,334,41,99,27.9,25
20-06-2025,PHC005,MED004,295,39,89,32.3,12
21-06-2025,PHC005,MED004,240,55,108,26,20
22-06-2025,PHC005,MED004,188,52,88,27,24
23-06-2025,PHC005,MED004,146,42,101,31.4,24
24-06-2025,PHC005,MED004,114,32,71,32.2,9
25-06-2025,PHC005,MED004,719,32,78,29.7,23
26-06-2025,PHC005,MED004,689,30,84,33.8,20
27-06-2025,PHC005,MED004,655,34,82,22.8,20
28-06-2025,PHC005,MED004,628,27,64,22.9,18
29-06-2025,PHC005,MED004,569,59,101,31.9,26
01-01-2025,PHC005,MED005,1260,27,102,27.9,21
02-01-2025,PHC005,MED005,1240,20,75,23,29
03-01-2025,PHC005,MED005,1213,27,87,25.3,28
04-01-2025,PHC005,MED005,1170,43,113,29,31
05-01-2025,PHC005,MED005,1137,33,101,32.8,32
06-01-2025,PHC005,MED005,1124,13,66,25.3,13
07-01-2025,PHC005,MED005,1096,28,97,23.2,19
08-01-2025,PHC005,MED005,1075,21,89,26.6,16
09-01-2025,PHC005,MED005,1053,22,77,27.8,16
10-01-2025,PHC005,MED005,1028,25,79,30.4,16
11-01-2025,PHC005,MED005,990,38,114,31.7,22
12-01-2025,PHC005,MED005,954,36,103,34.6,20
13-01-2025,PHC005,MED005,932,22,73,20.7,18
14-01-2025,PHC005,MED005,906,26,79,31.8,22
15-01-2025,PHC005,MED005,877,29,93,22.4,27
16-01-2025,PHC005,MED005,856,21,68,22.3,21
17-01-2025,PHC005,MED005,825,31,97,34.3,28
18-01-2025,PHC005,MED005,796,29,91,29.5,30
19-01-2025,PHC005,MED005,768,28,95,32.9,25
20-01-2025,PHC005,MED005,751,17,55,23.9,6
21-01-2025,PHC005,MED005,725,26,97,27.2,17
22-01-2025,PHC005,MED005,693,32,102,34.5,27
23-01-2025,PHC005,MED005,661,32,85,22.3,28
24-01-2025,PHC005,MED005,640,21,70,31.3,10
25-01-2025,PHC005,MED005,606,34,79,25.2,36
26-01-2025,PHC005,MED005,577,29,90,30,15
27-01-2025,PHC005,MED005,554,23,68,22.7,7
28-01-2025,PHC005,MED005,528,26,76,29.3,12
29-01-2025,PHC005,MED005,499,29,90,29.8,22
30-01-2025,PHC005,MED005,480,19,73,27.2,25
31-01-2025,PHC005,MED005,460,20,82,29.7,18
01-02-2025,PHC005,MED005,435,25,90,21.6,20
02-02-2025,PHC005,MED005,399,36,94,24.7,29
03-02-2025,PHC005,MED005,388,11,51,24.9,13
04-02-2025,PHC005,MED005,362,26,102,23.3,26
05-02-2025,PHC005,MED005,335,27,90,30,30
06-02-2025,PHC005,MED005,312,23,84,27.1,30
07-02-2025,PHC005,MED005,293,19,84,20.7,19
08-02-2025,PHC005,MED005,261,32,84,32,26
09-02-2025,PHC005,MED005,231,30,83,30.8,17
10-02-2025,PHC005,MED005,205,26,97,33.8,27
11-02-2025,PHC005,MED005,178,27,93,21.4,34
12-02-2025,PHC005,MED005,158,20,76,23.2,12
13-02-2025,PHC005,MED005,128,30,97,27.2,22
14-02-2025,PHC005,MED005,104,24,88,23.8,22
15-02-2025,PHC005,MED005,420,33,96,29.8,30
16-02-2025,PHC005,MED005,381,39,107,22.2,32
17-02-2025,PHC005,MED005,352,29,84,33.6,21
18-02-2025,PHC005,MED005,333,19,68,28.5,13
19-02-2025,PHC005,MED005,310,23,81,21.1,25
20-02-2025,PHC005,MED005,293,17,52,23.5,17
21-02-2025,PHC005,MED005,281,12,38,25.8,11
22-02-2025,PHC005,MED005,253,28,94,25.1,17
23-02-2025,PHC005,MED005,228,25,83,26.3,15
24-02-2025,PHC005,MED005,206,22,82,23.1,27
25-02-2025,PHC005,MED005,188,18,66,23,23
26-02-2025,PHC005,MED005,169,19,63,25.7,11
27-02-2025,PHC005,MED005,144,25,83,28.7,12
28-02-2025,PHC005,MED005,120,24,74,22.2,21
